"","Ti","Zr","Hf","Nb","Ni","Cu","Fe","Pd","Co","Mn","Cr"
"22518",34.5,14,1,0,50.5,0,0,0,0,0,0
"22519",33.5,15,1,0,50.5,0,0,0,0,0,0
"22520",32.5,16,1,0,50.5,0,0,0,0,0,0
"22521",31.5,17,1,0,50.5,0,0,0,0,0,0
"22522",30.5,18,1,0,50.5,0,0,0,0,0,0
"22523",29.5,19,1,0,50.5,0,0,0,0,0,0
"22524",39.5,8,2,0,50.5,0,0,0,0,0,0
"22525",38.5,9,2,0,50.5,0,0,0,0,0,0
"22526",37.5,10,2,0,50.5,0,0,0,0,0,0
"22527",36.5,11,2,0,50.5,0,0,0,0,0,0
"22528",35.5,12,2,0,50.5,0,0,0,0,0,0
"22529",34.5,13,2,0,50.5,0,0,0,0,0,0
"22530",33.5,14,2,0,50.5,0,0,0,0,0,0
"22531",32.5,15,2,0,50.5,0,0,0,0,0,0
"22532",31.5,16,2,0,50.5,0,0,0,0,0,0
"22533",30.5,17,2,0,50.5,0,0,0,0,0,0
"22534",29.5,18,2,0,50.5,0,0,0,0,0,0
"22535",39.5,7,3,0,50.5,0,0,0,0,0,0
"22536",38.5,8,3,0,50.5,0,0,0,0,0,0
"22537",37.5,9,3,0,50.5,0,0,0,0,0,0
"22538",36.5,10,3,0,50.5,0,0,0,0,0,0
"22539",35.5,11,3,0,50.5,0,0,0,0,0,0
"22540",34.5,12,3,0,50.5,0,0,0,0,0,0
"22541",33.5,13,3,0,50.5,0,0,0,0,0,0
"22542",32.5,14,3,0,50.5,0,0,0,0,0,0
"22543",31.5,15,3,0,50.5,0,0,0,0,0,0
"22544",30.5,16,3,0,50.5,0,0,0,0,0,0
"22545",29.5,17,3,0,50.5,0,0,0,0,0,0
"22546",39.5,6,4,0,50.5,0,0,0,0,0,0
"22547",38.5,7,4,0,50.5,0,0,0,0,0,0
"22548",37.5,8,4,0,50.5,0,0,0,0,0,0
"22549",36.5,9,4,0,50.5,0,0,0,0,0,0
"22550",35.5,10,4,0,50.5,0,0,0,0,0,0
"22551",34.5,11,4,0,50.5,0,0,0,0,0,0
"22552",33.5,12,4,0,50.5,0,0,0,0,0,0
"22553",32.5,13,4,0,50.5,0,0,0,0,0,0
"22554",31.5,14,4,0,50.5,0,0,0,0,0,0
"22555",30.5,15,4,0,50.5,0,0,0,0,0,0
"22556",29.5,16,4,0,50.5,0,0,0,0,0,0
"22557",39.5,5,5,0,50.5,0,0,0,0,0,0
"22558",38.5,6,5,0,50.5,0,0,0,0,0,0
"22559",37.5,7,5,0,50.5,0,0,0,0,0,0
"22560",36.5,8,5,0,50.5,0,0,0,0,0,0
"22561",35.5,9,5,0,50.5,0,0,0,0,0,0
"22562",34.5,10,5,0,50.5,0,0,0,0,0,0
"22563",33.5,11,5,0,50.5,0,0,0,0,0,0
"22564",32.5,12,5,0,50.5,0,0,0,0,0,0
"22565",31.5,13,5,0,50.5,0,0,0,0,0,0
"22566",30.5,14,5,0,50.5,0,0,0,0,0,0
"22567",29.5,15,5,0,50.5,0,0,0,0,0,0
"22568",39.5,4,6,0,50.5,0,0,0,0,0,0
"22569",38.5,5,6,0,50.5,0,0,0,0,0,0
"22570",37.5,6,6,0,50.5,0,0,0,0,0,0
"22571",36.5,7,6,0,50.5,0,0,0,0,0,0
"22572",35.5,8,6,0,50.5,0,0,0,0,0,0
"22573",34.5,9,6,0,50.5,0,0,0,0,0,0
"22574",33.5,10,6,0,50.5,0,0,0,0,0,0
"22575",32.5,11,6,0,50.5,0,0,0,0,0,0
"22576",31.5,12,6,0,50.5,0,0,0,0,0,0
"22577",30.5,13,6,0,50.5,0,0,0,0,0,0
"22578",29.5,14,6,0,50.5,0,0,0,0,0,0
"22579",39.5,3,7,0,50.5,0,0,0,0,0,0
"22580",38.5,4,7,0,50.5,0,0,0,0,0,0
"22581",37.5,5,7,0,50.5,0,0,0,0,0,0
"22582",36.5,6,7,0,50.5,0,0,0,0,0,0
"22583",35.5,7,7,0,50.5,0,0,0,0,0,0
"22584",34.5,8,7,0,50.5,0,0,0,0,0,0
"22585",33.5,9,7,0,50.5,0,0,0,0,0,0
"22586",32.5,10,7,0,50.5,0,0,0,0,0,0
"22587",31.5,11,7,0,50.5,0,0,0,0,0,0
"22588",30.5,12,7,0,50.5,0,0,0,0,0,0
"22589",29.5,13,7,0,50.5,0,0,0,0,0,0
"22590",39.5,2,8,0,50.5,0,0,0,0,0,0
"22591",38.5,3,8,0,50.5,0,0,0,0,0,0
"22592",37.5,4,8,0,50.5,0,0,0,0,0,0
"22593",36.5,5,8,0,50.5,0,0,0,0,0,0
"22594",35.5,6,8,0,50.5,0,0,0,0,0,0
"22595",34.5,7,8,0,50.5,0,0,0,0,0,0
"22596",33.5,8,8,0,50.5,0,0,0,0,0,0
"22597",32.5,9,8,0,50.5,0,0,0,0,0,0
"22598",31.5,10,8,0,50.5,0,0,0,0,0,0
"22599",30.5,11,8,0,50.5,0,0,0,0,0,0
"22600",29.5,12,8,0,50.5,0,0,0,0,0,0
"22601",39.5,1,9,0,50.5,0,0,0,0,0,0
"22602",38.5,2,9,0,50.5,0,0,0,0,0,0
"22603",37.5,3,9,0,50.5,0,0,0,0,0,0
"22604",36.5,4,9,0,50.5,0,0,0,0,0,0
"22605",35.5,5,9,0,50.5,0,0,0,0,0,0
"22606",34.5,6,9,0,50.5,0,0,0,0,0,0
"22607",33.5,7,9,0,50.5,0,0,0,0,0,0
"22608",32.5,8,9,0,50.5,0,0,0,0,0,0
"22609",31.5,9,9,0,50.5,0,0,0,0,0,0
"22610",30.5,10,9,0,50.5,0,0,0,0,0,0
"22611",29.5,11,9,0,50.5,0,0,0,0,0,0
"22612",39.5,0,10,0,50.5,0,0,0,0,0,0
"22613",38.5,1,10,0,50.5,0,0,0,0,0,0
"22614",37.5,2,10,0,50.5,0,0,0,0,0,0
"22615",36.5,3,10,0,50.5,0,0,0,0,0,0
"22616",35.5,4,10,0,50.5,0,0,0,0,0,0
"22617",34.5,5,10,0,50.5,0,0,0,0,0,0
"22618",33.5,6,10,0,50.5,0,0,0,0,0,0
"22619",32.5,7,10,0,50.5,0,0,0,0,0,0
"22620",31.5,8,10,0,50.5,0,0,0,0,0,0
"22621",30.5,9,10,0,50.5,0,0,0,0,0,0
"22622",29.5,10,10,0,50.5,0,0,0,0,0,0
"22623",38.5,0,11,0,50.5,0,0,0,0,0,0
"22624",37.5,1,11,0,50.5,0,0,0,0,0,0
"22625",36.5,2,11,0,50.5,0,0,0,0,0,0
"22626",35.5,3,11,0,50.5,0,0,0,0,0,0
"22627",34.5,4,11,0,50.5,0,0,0,0,0,0
"22628",33.5,5,11,0,50.5,0,0,0,0,0,0
"22629",32.5,6,11,0,50.5,0,0,0,0,0,0
"22630",31.5,7,11,0,50.5,0,0,0,0,0,0
"22631",30.5,8,11,0,50.5,0,0,0,0,0,0
"22632",29.5,9,11,0,50.5,0,0,0,0,0,0
"22633",37.5,0,12,0,50.5,0,0,0,0,0,0
"22634",36.5,1,12,0,50.5,0,0,0,0,0,0
"22635",35.5,2,12,0,50.5,0,0,0,0,0,0
"22636",34.5,3,12,0,50.5,0,0,0,0,0,0
"22637",33.5,4,12,0,50.5,0,0,0,0,0,0
"22638",32.5,5,12,0,50.5,0,0,0,0,0,0
"22639",31.5,6,12,0,50.5,0,0,0,0,0,0
"22640",30.5,7,12,0,50.5,0,0,0,0,0,0
"22641",29.5,8,12,0,50.5,0,0,0,0,0,0
"22642",36.5,0,13,0,50.5,0,0,0,0,0,0
"22643",35.5,1,13,0,50.5,0,0,0,0,0,0
"22644",34.5,2,13,0,50.5,0,0,0,0,0,0
"22645",33.5,3,13,0,50.5,0,0,0,0,0,0
"22646",32.5,4,13,0,50.5,0,0,0,0,0,0
"22647",31.5,5,13,0,50.5,0,0,0,0,0,0
"22648",30.5,6,13,0,50.5,0,0,0,0,0,0
"22649",29.5,7,13,0,50.5,0,0,0,0,0,0
"22650",35.5,0,14,0,50.5,0,0,0,0,0,0
"22651",34.5,1,14,0,50.5,0,0,0,0,0,0
"22652",33.5,2,14,0,50.5,0,0,0,0,0,0
"22653",32.5,3,14,0,50.5,0,0,0,0,0,0
"22654",31.5,4,14,0,50.5,0,0,0,0,0,0
"22655",30.5,5,14,0,50.5,0,0,0,0,0,0
"22656",29.5,6,14,0,50.5,0,0,0,0,0,0
"22657",34.5,0,15,0,50.5,0,0,0,0,0,0
"22658",33.5,1,15,0,50.5,0,0,0,0,0,0
"22659",32.5,2,15,0,50.5,0,0,0,0,0,0
"22660",31.5,3,15,0,50.5,0,0,0,0,0,0
"22661",30.5,4,15,0,50.5,0,0,0,0,0,0
"22662",29.5,5,15,0,50.5,0,0,0,0,0,0
"22663",33.5,0,16,0,50.5,0,0,0,0,0,0
"22664",32.5,1,16,0,50.5,0,0,0,0,0,0
"22665",31.5,2,16,0,50.5,0,0,0,0,0,0
"22666",30.5,3,16,0,50.5,0,0,0,0,0,0
"22667",29.5,4,16,0,50.5,0,0,0,0,0,0
"22668",32.5,0,17,0,50.5,0,0,0,0,0,0
"22669",31.5,1,17,0,50.5,0,0,0,0,0,0
"22670",30.5,2,17,0,50.5,0,0,0,0,0,0
"22671",29.5,3,17,0,50.5,0,0,0,0,0,0
"22672",31.5,0,18,0,50.5,0,0,0,0,0,0
"22673",30.5,1,18,0,50.5,0,0,0,0,0,0
"22674",29.5,2,18,0,50.5,0,0,0,0,0,0
"22675",30.5,0,19,0,50.5,0,0,0,0,0,0
"22676",29.5,1,19,0,50.5,0,0,0,0,0,0
"22677",29.5,0,20,0,50.5,0,0,0,0,0,0
"22678",39.4,10,0,0,50.6,0,0,0,0,0,0
"22679",38.4,11,0,0,50.6,0,0,0,0,0,0
"22680",37.4,12,0,0,50.6,0,0,0,0,0,0
"22681",36.4,13,0,0,50.6,0,0,0,0,0,0
"22682",35.4,14,0,0,50.6,0,0,0,0,0,0
"22683",34.4,15,0,0,50.6,0,0,0,0,0,0
"22684",33.4,16,0,0,50.6,0,0,0,0,0,0
"22685",32.4,17,0,0,50.6,0,0,0,0,0,0
"22686",31.4,18,0,0,50.6,0,0,0,0,0,0
"22687",30.4,19,0,0,50.6,0,0,0,0,0,0
"22688",29.4,20,0,0,50.6,0,0,0,0,0,0
"22689",39.4,9,1,0,50.6,0,0,0,0,0,0
"22690",38.4,10,1,0,50.6,0,0,0,0,0,0
"22691",37.4,11,1,0,50.6,0,0,0,0,0,0
"22692",36.4,12,1,0,50.6,0,0,0,0,0,0
"22693",35.4,13,1,0,50.6,0,0,0,0,0,0
"22694",34.4,14,1,0,50.6,0,0,0,0,0,0
"22695",33.4,15,1,0,50.6,0,0,0,0,0,0
"22696",32.4,16,1,0,50.6,0,0,0,0,0,0
"22697",31.4,17,1,0,50.6,0,0,0,0,0,0
"22698",30.4,18,1,0,50.6,0,0,0,0,0,0
"22699",29.4,19,1,0,50.6,0,0,0,0,0,0
"22700",39.4,8,2,0,50.6,0,0,0,0,0,0
"22701",38.4,9,2,0,50.6,0,0,0,0,0,0
"22702",37.4,10,2,0,50.6,0,0,0,0,0,0
"22703",36.4,11,2,0,50.6,0,0,0,0,0,0
"22704",35.4,12,2,0,50.6,0,0,0,0,0,0
"22705",34.4,13,2,0,50.6,0,0,0,0,0,0
"22706",33.4,14,2,0,50.6,0,0,0,0,0,0
"22707",32.4,15,2,0,50.6,0,0,0,0,0,0
"22708",31.4,16,2,0,50.6,0,0,0,0,0,0
"22709",30.4,17,2,0,50.6,0,0,0,0,0,0
"22710",29.4,18,2,0,50.6,0,0,0,0,0,0
"22711",39.4,7,3,0,50.6,0,0,0,0,0,0
"22712",38.4,8,3,0,50.6,0,0,0,0,0,0
"22713",37.4,9,3,0,50.6,0,0,0,0,0,0
"22714",36.4,10,3,0,50.6,0,0,0,0,0,0
"22715",35.4,11,3,0,50.6,0,0,0,0,0,0
"22716",34.4,12,3,0,50.6,0,0,0,0,0,0
"22717",33.4,13,3,0,50.6,0,0,0,0,0,0
"22718",32.4,14,3,0,50.6,0,0,0,0,0,0
"22719",31.4,15,3,0,50.6,0,0,0,0,0,0
"22720",30.4,16,3,0,50.6,0,0,0,0,0,0
"22721",29.4,17,3,0,50.6,0,0,0,0,0,0
"22722",39.4,6,4,0,50.6,0,0,0,0,0,0
"22723",38.4,7,4,0,50.6,0,0,0,0,0,0
"22724",37.4,8,4,0,50.6,0,0,0,0,0,0
"22725",36.4,9,4,0,50.6,0,0,0,0,0,0
"22726",35.4,10,4,0,50.6,0,0,0,0,0,0
"22727",34.4,11,4,0,50.6,0,0,0,0,0,0
"22728",33.4,12,4,0,50.6,0,0,0,0,0,0
"22729",32.4,13,4,0,50.6,0,0,0,0,0,0
"22730",31.4,14,4,0,50.6,0,0,0,0,0,0
"22731",30.4,15,4,0,50.6,0,0,0,0,0,0
"22732",29.4,16,4,0,50.6,0,0,0,0,0,0
"22733",39.4,5,5,0,50.6,0,0,0,0,0,0
"22734",38.4,6,5,0,50.6,0,0,0,0,0,0
"22735",37.4,7,5,0,50.6,0,0,0,0,0,0
"22736",36.4,8,5,0,50.6,0,0,0,0,0,0
"22737",35.4,9,5,0,50.6,0,0,0,0,0,0
"22738",34.4,10,5,0,50.6,0,0,0,0,0,0
"22739",33.4,11,5,0,50.6,0,0,0,0,0,0
"22740",32.4,12,5,0,50.6,0,0,0,0,0,0
"22741",31.4,13,5,0,50.6,0,0,0,0,0,0
"22742",30.4,14,5,0,50.6,0,0,0,0,0,0
"22743",29.4,15,5,0,50.6,0,0,0,0,0,0
"22744",39.4,4,6,0,50.6,0,0,0,0,0,0
"22745",38.4,5,6,0,50.6,0,0,0,0,0,0
"22746",37.4,6,6,0,50.6,0,0,0,0,0,0
"22747",36.4,7,6,0,50.6,0,0,0,0,0,0
"22748",35.4,8,6,0,50.6,0,0,0,0,0,0
"22749",34.4,9,6,0,50.6,0,0,0,0,0,0
"22750",33.4,10,6,0,50.6,0,0,0,0,0,0
"22751",32.4,11,6,0,50.6,0,0,0,0,0,0
"22752",31.4,12,6,0,50.6,0,0,0,0,0,0
"22753",30.4,13,6,0,50.6,0,0,0,0,0,0
"22754",29.4,14,6,0,50.6,0,0,0,0,0,0
"22755",39.4,3,7,0,50.6,0,0,0,0,0,0
"22756",38.4,4,7,0,50.6,0,0,0,0,0,0
"22757",37.4,5,7,0,50.6,0,0,0,0,0,0
"22758",36.4,6,7,0,50.6,0,0,0,0,0,0
"22759",35.4,7,7,0,50.6,0,0,0,0,0,0
"22760",34.4,8,7,0,50.6,0,0,0,0,0,0
"22761",33.4,9,7,0,50.6,0,0,0,0,0,0
"22762",32.4,10,7,0,50.6,0,0,0,0,0,0
"22763",31.4,11,7,0,50.6,0,0,0,0,0,0
"22764",30.4,12,7,0,50.6,0,0,0,0,0,0
"22765",29.4,13,7,0,50.6,0,0,0,0,0,0
"22766",39.4,2,8,0,50.6,0,0,0,0,0,0
"22767",38.4,3,8,0,50.6,0,0,0,0,0,0
"22768",37.4,4,8,0,50.6,0,0,0,0,0,0
"22769",36.4,5,8,0,50.6,0,0,0,0,0,0
"22770",35.4,6,8,0,50.6,0,0,0,0,0,0
"22771",34.4,7,8,0,50.6,0,0,0,0,0,0
"22772",33.4,8,8,0,50.6,0,0,0,0,0,0
"22773",32.4,9,8,0,50.6,0,0,0,0,0,0
"22774",31.4,10,8,0,50.6,0,0,0,0,0,0
"22775",30.4,11,8,0,50.6,0,0,0,0,0,0
"22776",29.4,12,8,0,50.6,0,0,0,0,0,0
"22777",39.4,1,9,0,50.6,0,0,0,0,0,0
"22778",38.4,2,9,0,50.6,0,0,0,0,0,0
"22779",37.4,3,9,0,50.6,0,0,0,0,0,0
"22780",36.4,4,9,0,50.6,0,0,0,0,0,0
"22781",35.4,5,9,0,50.6,0,0,0,0,0,0
"22782",34.4,6,9,0,50.6,0,0,0,0,0,0
"22783",33.4,7,9,0,50.6,0,0,0,0,0,0
"22784",32.4,8,9,0,50.6,0,0,0,0,0,0
"22785",31.4,9,9,0,50.6,0,0,0,0,0,0
"22786",30.4,10,9,0,50.6,0,0,0,0,0,0
"22787",29.4,11,9,0,50.6,0,0,0,0,0,0
"22788",39.4,0,10,0,50.6,0,0,0,0,0,0
"22789",38.4,1,10,0,50.6,0,0,0,0,0,0
"22790",37.4,2,10,0,50.6,0,0,0,0,0,0
"22791",36.4,3,10,0,50.6,0,0,0,0,0,0
"22792",35.4,4,10,0,50.6,0,0,0,0,0,0
"22793",34.4,5,10,0,50.6,0,0,0,0,0,0
"22794",33.4,6,10,0,50.6,0,0,0,0,0,0
"22795",32.4,7,10,0,50.6,0,0,0,0,0,0
"22796",31.4,8,10,0,50.6,0,0,0,0,0,0
"22797",30.4,9,10,0,50.6,0,0,0,0,0,0
"22798",29.4,10,10,0,50.6,0,0,0,0,0,0
"22799",38.4,0,11,0,50.6,0,0,0,0,0,0
"22800",37.4,1,11,0,50.6,0,0,0,0,0,0
"22801",36.4,2,11,0,50.6,0,0,0,0,0,0
"22802",35.4,3,11,0,50.6,0,0,0,0,0,0
"22803",34.4,4,11,0,50.6,0,0,0,0,0,0
"22804",33.4,5,11,0,50.6,0,0,0,0,0,0
"22805",32.4,6,11,0,50.6,0,0,0,0,0,0
"22806",31.4,7,11,0,50.6,0,0,0,0,0,0
"22807",30.4,8,11,0,50.6,0,0,0,0,0,0
"22808",29.4,9,11,0,50.6,0,0,0,0,0,0
"22809",37.4,0,12,0,50.6,0,0,0,0,0,0
"22810",36.4,1,12,0,50.6,0,0,0,0,0,0
"22811",35.4,2,12,0,50.6,0,0,0,0,0,0
"22812",34.4,3,12,0,50.6,0,0,0,0,0,0
"22813",33.4,4,12,0,50.6,0,0,0,0,0,0
"22814",32.4,5,12,0,50.6,0,0,0,0,0,0
"22815",31.4,6,12,0,50.6,0,0,0,0,0,0
"22816",30.4,7,12,0,50.6,0,0,0,0,0,0
"22817",29.4,8,12,0,50.6,0,0,0,0,0,0
"22818",36.4,0,13,0,50.6,0,0,0,0,0,0
"22819",35.4,1,13,0,50.6,0,0,0,0,0,0
"22820",34.4,2,13,0,50.6,0,0,0,0,0,0
"22821",33.4,3,13,0,50.6,0,0,0,0,0,0
"22822",32.4,4,13,0,50.6,0,0,0,0,0,0
"22823",31.4,5,13,0,50.6,0,0,0,0,0,0
"22824",30.4,6,13,0,50.6,0,0,0,0,0,0
"22825",29.4,7,13,0,50.6,0,0,0,0,0,0
"22826",35.4,0,14,0,50.6,0,0,0,0,0,0
"22827",34.4,1,14,0,50.6,0,0,0,0,0,0
"22828",33.4,2,14,0,50.6,0,0,0,0,0,0
"22829",32.4,3,14,0,50.6,0,0,0,0,0,0
"22830",31.4,4,14,0,50.6,0,0,0,0,0,0
"22831",30.4,5,14,0,50.6,0,0,0,0,0,0
"22832",29.4,6,14,0,50.6,0,0,0,0,0,0
"22833",34.4,0,15,0,50.6,0,0,0,0,0,0
"22834",33.4,1,15,0,50.6,0,0,0,0,0,0
"22835",32.4,2,15,0,50.6,0,0,0,0,0,0
"22836",31.4,3,15,0,50.6,0,0,0,0,0,0
"22837",30.4,4,15,0,50.6,0,0,0,0,0,0
"22838",29.4,5,15,0,50.6,0,0,0,0,0,0
"22839",33.4,0,16,0,50.6,0,0,0,0,0,0
"22840",32.4,1,16,0,50.6,0,0,0,0,0,0
"22841",31.4,2,16,0,50.6,0,0,0,0,0,0
"22842",30.4,3,16,0,50.6,0,0,0,0,0,0
"22843",29.4,4,16,0,50.6,0,0,0,0,0,0
"22844",32.4,0,17,0,50.6,0,0,0,0,0,0
"22845",31.4,1,17,0,50.6,0,0,0,0,0,0
"22846",30.4,2,17,0,50.6,0,0,0,0,0,0
"22847",29.4,3,17,0,50.6,0,0,0,0,0,0
"22848",31.4,0,18,0,50.6,0,0,0,0,0,0
"22849",30.4,1,18,0,50.6,0,0,0,0,0,0
"22850",29.4,2,18,0,50.6,0,0,0,0,0,0
"22851",30.4,0,19,0,50.6,0,0,0,0,0,0
"22852",29.4,1,19,0,50.6,0,0,0,0,0,0
"22853",29.4,0,20,0,50.6,0,0,0,0,0,0
"22854",39.3,10,0,0,50.7,0,0,0,0,0,0
"22855",38.3,11,0,0,50.7,0,0,0,0,0,0
"22856",37.3,12,0,0,50.7,0,0,0,0,0,0
"22857",36.3,13,0,0,50.7,0,0,0,0,0,0
"22858",35.3,14,0,0,50.7,0,0,0,0,0,0
"22859",34.3,15,0,0,50.7,0,0,0,0,0,0
"22860",33.3,16,0,0,50.7,0,0,0,0,0,0
"22861",32.3,17,0,0,50.7,0,0,0,0,0,0
"22862",31.3,18,0,0,50.7,0,0,0,0,0,0
"22863",30.3,19,0,0,50.7,0,0,0,0,0,0
"22864",29.3,20,0,0,50.7,0,0,0,0,0,0
"22865",39.3,9,1,0,50.7,0,0,0,0,0,0
"22866",38.3,10,1,0,50.7,0,0,0,0,0,0
"22867",37.3,11,1,0,50.7,0,0,0,0,0,0
"22868",36.3,12,1,0,50.7,0,0,0,0,0,0
"22869",35.3,13,1,0,50.7,0,0,0,0,0,0
"22870",34.3,14,1,0,50.7,0,0,0,0,0,0
"22871",33.3,15,1,0,50.7,0,0,0,0,0,0
"22872",32.3,16,1,0,50.7,0,0,0,0,0,0
"22873",31.3,17,1,0,50.7,0,0,0,0,0,0
"22874",30.3,18,1,0,50.7,0,0,0,0,0,0
"22875",29.3,19,1,0,50.7,0,0,0,0,0,0
"22876",39.3,8,2,0,50.7,0,0,0,0,0,0
"22877",38.3,9,2,0,50.7,0,0,0,0,0,0
"22878",37.3,10,2,0,50.7,0,0,0,0,0,0
"22879",36.3,11,2,0,50.7,0,0,0,0,0,0
"22880",35.3,12,2,0,50.7,0,0,0,0,0,0
"22881",34.3,13,2,0,50.7,0,0,0,0,0,0
"22882",33.3,14,2,0,50.7,0,0,0,0,0,0
"22883",32.3,15,2,0,50.7,0,0,0,0,0,0
"22884",31.3,16,2,0,50.7,0,0,0,0,0,0
"22885",30.3,17,2,0,50.7,0,0,0,0,0,0
"22886",29.3,18,2,0,50.7,0,0,0,0,0,0
"22887",39.3,7,3,0,50.7,0,0,0,0,0,0
"22888",38.3,8,3,0,50.7,0,0,0,0,0,0
"22889",37.3,9,3,0,50.7,0,0,0,0,0,0
"22890",36.3,10,3,0,50.7,0,0,0,0,0,0
"22891",35.3,11,3,0,50.7,0,0,0,0,0,0
"22892",34.3,12,3,0,50.7,0,0,0,0,0,0
"22893",33.3,13,3,0,50.7,0,0,0,0,0,0
"22894",32.3,14,3,0,50.7,0,0,0,0,0,0
"22895",31.3,15,3,0,50.7,0,0,0,0,0,0
"22896",30.3,16,3,0,50.7,0,0,0,0,0,0
"22897",29.3,17,3,0,50.7,0,0,0,0,0,0
"22898",39.3,6,4,0,50.7,0,0,0,0,0,0
"22899",38.3,7,4,0,50.7,0,0,0,0,0,0
"22900",37.3,8,4,0,50.7,0,0,0,0,0,0
"22901",36.3,9,4,0,50.7,0,0,0,0,0,0
"22902",35.3,10,4,0,50.7,0,0,0,0,0,0
"22903",34.3,11,4,0,50.7,0,0,0,0,0,0
"22904",33.3,12,4,0,50.7,0,0,0,0,0,0
"22905",32.3,13,4,0,50.7,0,0,0,0,0,0
"22906",31.3,14,4,0,50.7,0,0,0,0,0,0
"22907",30.3,15,4,0,50.7,0,0,0,0,0,0
"22908",29.3,16,4,0,50.7,0,0,0,0,0,0
"22909",39.3,5,5,0,50.7,0,0,0,0,0,0
"22910",38.3,6,5,0,50.7,0,0,0,0,0,0
"22911",37.3,7,5,0,50.7,0,0,0,0,0,0
"22912",36.3,8,5,0,50.7,0,0,0,0,0,0
"22913",35.3,9,5,0,50.7,0,0,0,0,0,0
"22914",34.3,10,5,0,50.7,0,0,0,0,0,0
"22915",33.3,11,5,0,50.7,0,0,0,0,0,0
"22916",32.3,12,5,0,50.7,0,0,0,0,0,0
"22917",31.3,13,5,0,50.7,0,0,0,0,0,0
"22918",30.3,14,5,0,50.7,0,0,0,0,0,0
"22919",29.3,15,5,0,50.7,0,0,0,0,0,0
"22920",39.3,4,6,0,50.7,0,0,0,0,0,0
"22921",38.3,5,6,0,50.7,0,0,0,0,0,0
"22922",37.3,6,6,0,50.7,0,0,0,0,0,0
"22923",36.3,7,6,0,50.7,0,0,0,0,0,0
"22924",35.3,8,6,0,50.7,0,0,0,0,0,0
"22925",34.3,9,6,0,50.7,0,0,0,0,0,0
"22926",33.3,10,6,0,50.7,0,0,0,0,0,0
"22927",32.3,11,6,0,50.7,0,0,0,0,0,0
"22928",31.3,12,6,0,50.7,0,0,0,0,0,0
"22929",30.3,13,6,0,50.7,0,0,0,0,0,0
"22930",29.3,14,6,0,50.7,0,0,0,0,0,0
"22931",39.3,3,7,0,50.7,0,0,0,0,0,0
"22932",38.3,4,7,0,50.7,0,0,0,0,0,0
"22933",37.3,5,7,0,50.7,0,0,0,0,0,0
"22934",36.3,6,7,0,50.7,0,0,0,0,0,0
"22935",35.3,7,7,0,50.7,0,0,0,0,0,0
"22936",34.3,8,7,0,50.7,0,0,0,0,0,0
"22937",33.3,9,7,0,50.7,0,0,0,0,0,0
"22938",32.3,10,7,0,50.7,0,0,0,0,0,0
"22939",31.3,11,7,0,50.7,0,0,0,0,0,0
"22940",30.3,12,7,0,50.7,0,0,0,0,0,0
"22941",29.3,13,7,0,50.7,0,0,0,0,0,0
"22942",39.3,2,8,0,50.7,0,0,0,0,0,0
"22943",38.3,3,8,0,50.7,0,0,0,0,0,0
"22944",37.3,4,8,0,50.7,0,0,0,0,0,0
"22945",36.3,5,8,0,50.7,0,0,0,0,0,0
"22946",35.3,6,8,0,50.7,0,0,0,0,0,0
"22947",34.3,7,8,0,50.7,0,0,0,0,0,0
"22948",33.3,8,8,0,50.7,0,0,0,0,0,0
"22949",32.3,9,8,0,50.7,0,0,0,0,0,0
"22950",31.3,10,8,0,50.7,0,0,0,0,0,0
"22951",30.3,11,8,0,50.7,0,0,0,0,0,0
"22952",29.3,12,8,0,50.7,0,0,0,0,0,0
"22953",39.3,1,9,0,50.7,0,0,0,0,0,0
"22954",38.3,2,9,0,50.7,0,0,0,0,0,0
"22955",37.3,3,9,0,50.7,0,0,0,0,0,0
"22956",36.3,4,9,0,50.7,0,0,0,0,0,0
"22957",35.3,5,9,0,50.7,0,0,0,0,0,0
"22958",34.3,6,9,0,50.7,0,0,0,0,0,0
"22959",33.3,7,9,0,50.7,0,0,0,0,0,0
"22960",32.3,8,9,0,50.7,0,0,0,0,0,0
"22961",31.3,9,9,0,50.7,0,0,0,0,0,0
"22962",30.3,10,9,0,50.7,0,0,0,0,0,0
"22963",29.3,11,9,0,50.7,0,0,0,0,0,0
"22964",39.3,0,10,0,50.7,0,0,0,0,0,0
"22965",38.3,1,10,0,50.7,0,0,0,0,0,0
"22966",37.3,2,10,0,50.7,0,0,0,0,0,0
"22967",36.3,3,10,0,50.7,0,0,0,0,0,0
"22968",35.3,4,10,0,50.7,0,0,0,0,0,0
"22969",34.3,5,10,0,50.7,0,0,0,0,0,0
"22970",33.3,6,10,0,50.7,0,0,0,0,0,0
"22971",32.3,7,10,0,50.7,0,0,0,0,0,0
"22972",31.3,8,10,0,50.7,0,0,0,0,0,0
"22973",30.3,9,10,0,50.7,0,0,0,0,0,0
"22974",29.3,10,10,0,50.7,0,0,0,0,0,0
"22975",38.3,0,11,0,50.7,0,0,0,0,0,0
"22976",37.3,1,11,0,50.7,0,0,0,0,0,0
"22977",36.3,2,11,0,50.7,0,0,0,0,0,0
"22978",35.3,3,11,0,50.7,0,0,0,0,0,0
"22979",34.3,4,11,0,50.7,0,0,0,0,0,0
"22980",33.3,5,11,0,50.7,0,0,0,0,0,0
"22981",32.3,6,11,0,50.7,0,0,0,0,0,0
"22982",31.3,7,11,0,50.7,0,0,0,0,0,0
